asset_name,asset_type_name,model_number,serial_number,asset_tag,qr_code,item_value,item_value_currency_code,purchase_cost,purchase_cost_currency_code,purchase_type_name,purchase_order_number,other_purchase_details,supplier_data,salvage_value,warranty,warranty_condition_type_name,warranty_expiry_date,warranty_usage_name,warranty_usage_value,insurance_number,insurance_expiry_date,expected_life_time,expected_life_time_unit_name,depreciation_value,depreciation_method_name,depreciation_start_date,decline_rate,total_estimated_units,manufacturer,responsible_person_name,department_name,latitude,longitude,received_condition_id,asset_category_name,asset_sub_category_name,asset_tags
Asset 3537,Intangible assets,LEN-MODEL-03537,SN-0000003537,TAG-003537,,1639.01,GBP,1504.31,USD,Hire,PO-2025-7196,Purchase details for Asset 3537,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",241.36,1 years,Usage based,2030-01-29,Cycles,44295,INS003537,2028-02-07,6,Year,232.94,Declining Balance,2024-11-14,18.37,90,Oracle,ffd,Negombo test,7.1254,80.0817,5,Furniture,Desktops,"Software,Low Priority,Standby"
Asset 3538,Operating assets,CISCO-MODEL-03538,SN-0000003538,TAG-003538,,7854.01,LKR,6825.18,EUR,Hire,PO-2025-7717,Purchase details for Asset 3538,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",1078.44,4 years,Time based,2027-06-25,Cycles,6547,INS003538,2026-04-18,15,Month,451.7,Units of Production,2024-01-02,19.62,32,Lenovo,ffd,Negombo test,6.7262,80.0035,2,Furniture,Monitors,"IT,Critical,Active"
Asset 3539,Tangible assets,CISCO-MODEL-03539,SN-0000003539,TAG-003539,,3265.56,LKR,3081.34,LKR,Purchase,PO-2025-4728,Purchase details for Asset 3539,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",455.5,1 years,Combined,2030-03-09,Hours,47165,INS003539,2026-04-16,8,Hour,351.26,Declining Balance,2025-07-17,29.32,25,Apple Inc.,Chamod Randeni,Negombo test,6.9178,80.1026,4,Electronics,Laptops,"IT,Critical,Active"
Asset 3540,Operating assets,HP-MODEL-03540,SN-0000003540,TAG-003540,,4710.7,USD,4270.21,USD,Lease,PO-2025-8979,Purchase details for Asset 3540,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",654.34,2 years,Combined,2030-06-17,Kilometers,7832,INS003540,2027-02-16,14,Year,289.74,Sum of the Years Digits,2024-07-29,12.37,68,SAP,ffd,Negombo test,6.9599,79.8865,1,Software,Servers,"Hardware,Standard,Reserve"
Asset 3541,Intangible assets,APPLE-MODEL-03541,SN-0000003541,TAG-003541,,7873.62,LKR,7285.43,USD,Lease,PO-2025-7702,Purchase details for Asset 3541,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",865.62,3 years,Combined,2027-09-27,Hours,22149,INS003541,2027-03-14,4,Year,1752.0,Sum of the Years Digits,2024-02-17,25.47,77,Samsung,Chamod Randeni,Negombo test,7.4669,79.9095,5,Network Equipment,Desktops,"Software,Low Priority,Standby"
Asset 3542,Tangible assets,LEN-MODEL-03542,SN-0000003542,TAG-003542,,8161.81,USD,7148.67,USD,Purchase,PO-2025-3299,Purchase details for Asset 3542,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",1074.11,3 years,Usage based,2030-04-23,Kilometers,49910,INS003542,2027-10-17,7,Year,1012.53,Declining Balance,2025-09-19,11.97,61,Oracle,ffd,Negombo test,6.5135,79.7093,3,Tools,Tablets,"Software,Low Priority,Standby"
Asset 3543,Tangible assets,HP-MODEL-03543,SN-0000003543,TAG-003543,,8926.91,USD,7641.42,LKR,Purchase,PO-2025-3431,Purchase details for Asset 3543,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",1256.38,1 years,Combined,2028-03-28,Days,42034,INS003543,2027-06-13,3,Hour,2556.84,Sum of the Years Digits,2025-06-12,13.95,29,SAP,ffd,Negombo test,6.9142,80.0325,4,Machinery,Desktops,"Software,Low Priority,Standby"
Asset 3544,Intangible assets,LEN-MODEL-03544,SN-0000003544,TAG-003544,,5590.58,GBP,4920.46,GBP,Rent,PO-2025-4968,Purchase details for Asset 3544,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",660.33,2 years,Usage based,2028-12-20,Days,10463,INS003544,2028-03-23,14,Month,352.16,Declining Balance,2024-08-31,30.24,90,Microsoft,ffd,Negombo test,7.0899,80.3831,5,Machinery,Tablets,"Network,High Priority,Maintenance"
Asset 3545,Tangible assets,DELL-MODEL-03545,SN-0000003545,TAG-003545,,1487.6,LKR,1300.15,USD,Rent,PO-2025-5655,Purchase details for Asset 3545,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",211.83,3 years,Time based,2027-03-14,Days,19042,INS003545,2028-04-16,12,Hour,106.31,Declining Balance,2025-11-09,11.54,79,Oracle,ffd,Negombo test,7.0721,80.3771,1,Electronics,Desktops,"Network,High Priority,Maintenance"
Asset 3546,Tangible assets,APPLE-MODEL-03546,SN-0000003546,TAG-003546,,5039.99,LKR,4746.7,USD,Purchase,PO-2025-3475,Purchase details for Asset 3546,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",690.9,3 years,Time based,2029-11-30,Cycles,30986,INS003546,2026-07-03,14,Month,310.65,Straightline,2025-07-18,14.44,75,Samsung,Chamod Randeni,Negombo test,7.3268,80.0545,4,Furniture,Desktops,"Software,Low Priority,Standby"
Asset 3547,Operating assets,APPLE-MODEL-03547,SN-0000003547,TAG-003547,,8298.78,LKR,7307.76,GBP,Purchase,PO-2025-6803,Purchase details for Asset 3547,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",1009.46,4 years,Combined,2029-12-02,Hours,29804,INS003547,2027-12-18,5,Day,1457.86,Declining Balance,2024-02-22,15.07,93,Oracle,Chamod Randeni,Negombo test,6.7084,80.1331,1,Software,Laptops,"IT,Critical,Active"
Asset 3548,Operating assets,HP-MODEL-03548,SN-0000003548,TAG-003548,,8271.38,LKR,7708.57,USD,Lease,PO-2025-5339,Purchase details for Asset 3548,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",1107.91,2 years,Usage based,2029-10-20,Cycles,25512,INS003548,2027-08-31,12,Hour,596.96,Units of Production,2024-04-15,29.68,49,IBM,ffd,Negombo test,6.6687,79.8573,3,Electronics,Routers,"Hardware,Standard,Reserve"
Asset 3549,Operating assets,CISCO-MODEL-03549,SN-0000003549,TAG-003549,,8478.91,LKR,7476.04,LKR,Purchase,PO-2025-3327,Purchase details for Asset 3549,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",1053.63,5 years,Time based,2030-03-02,Hours,16640,INS003549,2028-08-19,12,Year,618.77,Units of Production,2025-01-04,24.6,22,HP Inc.,ffd,Negombo test,7.4245,79.9836,1,Network Equipment,Laptops,"Network,High Priority,Maintenance"
Asset 3550,Tangible assets,DELL-MODEL-03550,SN-0000003550,TAG-003550,,4887.86,GBP,4305.04,GBP,Purchase,PO-2025-9926,Purchase details for Asset 3550,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",496.94,1 years,Time based,2028-12-04,Days,32726,INS003550,2027-06-01,14,Hour,313.64,Units of Production,2024-09-29,19.89,49,HP Inc.,ffd,Negombo test,7.2869,80.1365,3,IT Equipment,Laptops,"Hardware,Standard,Reserve"
Asset 3551,Intangible assets,CISCO-MODEL-03551,SN-0000003551,TAG-003551,,3489.59,USD,3140.36,LKR,Rent,PO-2025-2607,Purchase details for Asset 3551,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",470.7,4 years,Time based,2027-07-02,Cycles,6690,INS003551,2027-02-17,4,Day,754.72,Declining Balance,2025-03-07,26.03,60,SAP,Chamod Randeni,Negombo test,7.3103,80.4811,4,Machinery,Monitors,"Network,High Priority,Maintenance"
Asset 3552,Operating assets,LEN-MODEL-03552,SN-0000003552,TAG-003552,,5236.74,USD,4833.91,EUR,Rent,PO-2025-1529,Purchase details for Asset 3552,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",606.04,2 years,Combined,2029-11-01,Hours,3601,INS003552,2027-10-27,9,Hour,514.52,Straightline,2025-09-24,10.42,27,Dell Inc.,ffd,Negombo test,6.9543,79.8746,3,Network Equipment,Monitors,"Network,High Priority,Maintenance"
Asset 3553,Operating assets,CISCO-MODEL-03553,SN-0000003553,TAG-003553,,2185.31,EUR,1892.04,LKR,Hire,PO-2025-6252,Purchase details for Asset 3553,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",319.18,5 years,Combined,2029-10-24,Kilometers,10938,INS003553,2028-09-08,4,Hour,466.53,Straightline,2024-10-01,23.26,21,IBM,Chamod Randeni,Negombo test,6.7695,80.0163,4,Network Equipment,Routers,"IT,Critical,Active"
Asset 3554,Intangible assets,CISCO-MODEL-03554,SN-0000003554,TAG-003554,,6260.35,EUR,5864.28,EUR,Lease,PO-2025-5751,Purchase details for Asset 3554,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",778.51,2 years,Time based,2028-10-11,Cycles,14565,INS003554,2027-01-22,11,Month,498.35,Units of Production,2025-07-18,31.96,87,SAP,ffd,Negombo test,7.1072,80.3819,4,Furniture,Servers,"Network,High Priority,Maintenance"
Asset 3555,Operating assets,CISCO-MODEL-03555,SN-0000003555,TAG-003555,,8945.65,USD,8408.45,LKR,Lease,PO-2025-6778,Purchase details for Asset 3555,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",1279.44,3 years,Usage based,2029-11-10,Days,39295,INS003555,2028-08-23,6,Hour,1277.7,Sum of the Years Digits,2024-02-02,22.76,25,Lenovo,ffd,Negombo test,6.6413,79.9532,2,Tools,Monitors,"Software,Low Priority,Standby"
Asset 3556,Tangible assets,DELL-MODEL-03556,SN-0000003556,TAG-003556,,3007.78,LKR,2623.94,GBP,Rent,PO-2025-1768,Purchase details for Asset 3556,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",392.18,3 years,Combined,2028-06-10,Hours,29517,INS003556,2028-09-23,7,Month,373.66,Straightline,2024-07-23,36.1,78,IBM,Chamod Randeni,Negombo test,7.4492,79.6934,3,Machinery,Desktops,"IT,Critical,Active"
Asset 3557,Intangible assets,APPLE-MODEL-03557,SN-0000003557,TAG-003557,,1546.73,LKR,1332.78,LKR,Lease,PO-2025-3181,Purchase details for Asset 3557,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",155.05,5 years,Usage based,2027-05-26,Cycles,15685,INS003557,2026-01-19,5,Month,278.34,Straightline,2024-12-14,11.75,27,Microsoft,ffd,Negombo test,6.9639,80.2389,3,IT Equipment,Printers,"Network,High Priority,Maintenance"
Asset 3558,Tangible assets,CISCO-MODEL-03558,SN-0000003558,TAG-003558,,9966.4,LKR,8621.3,GBP,Rent,PO-2025-4731,Purchase details for Asset 3558,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",1172.49,2 years,Combined,2027-02-14,Hours,42635,INS003558,2028-03-11,12,Month,732.83,Declining Balance,2025-07-06,11.39,36,HP Inc.,ffd,Negombo test,6.9489,79.5183,1,Furniture,Desktops,"Hardware,Standard,Reserve"
Asset 3559,Tangible assets,DELL-MODEL-03559,SN-0000003559,TAG-003559,,7400.81,EUR,6732.51,LKR,Purchase,PO-2025-6662,Purchase details for Asset 3559,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",995.6,1 years,Usage based,2029-10-11,Days,8380,INS003559,2026-09-15,15,Year,427.01,Straightline,2025-03-30,39.52,92,IBM,Chamod Randeni,Negombo test,7.3378,80.3906,5,Network Equipment,Laptops,"Hardware,Standard,Reserve"
Asset 3560,Tangible assets,LEN-MODEL-03560,SN-0000003560,TAG-003560,,3696.62,GBP,3314.33,LKR,Hire,PO-2025-4813,Purchase details for Asset 3560,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",463.28,3 years,Combined,2029-04-02,Days,19241,INS003560,2027-09-08,13,Day,248.72,Units of Production,2024-10-11,28.35,25,IBM,ffd,Negombo test,7.0064,79.5123,5,Furniture,Laptops,"Software,Low Priority,Standby"
Asset 3561,Operating assets,APPLE-MODEL-03561,SN-0000003561,TAG-003561,,7878.99,LKR,6952.69,LKR,Hire,PO-2025-5793,Purchase details for Asset 3561,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",842.02,4 years,Combined,2029-06-14,Cycles,11465,INS003561,2028-01-23,11,Hour,639.72,Straightline,2024-05-02,34.93,55,Microsoft,ffd,Negombo test,7.1402,80.485,3,IT Equipment,Servers,"Hardware,Standard,Reserve"
Asset 3562,Intangible assets,DELL-MODEL-03562,SN-0000003562,TAG-003562,,8468.38,GBP,7590.22,USD,Purchase,PO-2025-7042,Purchase details for Asset 3562,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",1255.05,4 years,Usage based,2030-08-23,Cycles,27496,INS003562,2028-02-08,7,Day,1030.48,Declining Balance,2024-03-04,37.0,76,Cisco Systems,ffd,Negombo test,7.1603,80.3625,1,Electronics,Servers,"Hardware,Standard,Reserve"
Asset 3563,Tangible assets,HP-MODEL-03563,SN-0000003563,TAG-003563,,2987.88,LKR,2560.76,USD,Hire,PO-2025-4296,Purchase details for Asset 3563,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",336.11,4 years,Usage based,2028-01-29,Hours,1236,INS003563,2027-11-30,8,Day,331.47,Sum of the Years Digits,2025-07-08,35.48,39,Lenovo,ffd,Negombo test,6.5164,79.8819,4,Machinery,Printers,"IT,Critical,Active"
Asset 3564,Operating assets,APPLE-MODEL-03564,SN-0000003564,TAG-003564,,2843.63,EUR,2595.62,GBP,Lease,PO-2025-9263,Purchase details for Asset 3564,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",312.07,1 years,Usage based,2027-10-18,Hours,11617,INS003564,2027-04-08,6,Hour,421.93,Sum of the Years Digits,2024-04-22,22.99,4,Cisco Systems,Chamod Randeni,Negombo test,6.9789,80.4663,3,Furniture,Desktops,"Software,Low Priority,Standby"
Asset 3565,Tangible assets,DELL-MODEL-03565,SN-0000003565,TAG-003565,,4961.24,USD,4633.6,USD,Rent,PO-2025-6236,Purchase details for Asset 3565,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",576.66,2 years,Time based,2028-10-11,Hours,2293,INS003565,2026-03-30,5,Year,876.92,Declining Balance,2024-08-15,28.33,2,Microsoft,Chamod Randeni,Negombo test,7.358,80.1928,4,Tools,Servers,"Network,High Priority,Maintenance"
Asset 3566,Operating assets,HP-MODEL-03566,SN-0000003566,TAG-003566,,5033.09,USD,4305.93,EUR,Lease,PO-2025-1529,Purchase details for Asset 3566,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",532.74,2 years,Usage based,2027-01-31,Hours,12170,INS003566,2026-09-19,11,Day,409.12,Sum of the Years Digits,2024-09-04,39.51,59,Dell Inc.,Chamod Randeni,Negombo test,6.6248,80.2422,2,Machinery,Desktops,"IT,Critical,Active"
Asset 3567,Intangible assets,LEN-MODEL-03567,SN-0000003567,TAG-003567,,8783.07,USD,8039.21,EUR,Rent,PO-2025-6979,Purchase details for Asset 3567,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",955.01,3 years,Combined,2028-07-14,Cycles,35360,INS003567,2026-10-20,14,Day,559.15,Units of Production,2025-04-22,23.76,70,SAP,ffd,Negombo test,6.6984,79.5057,3,Electronics,Servers,"Network,High Priority,Maintenance"
Asset 3568,Operating assets,HP-MODEL-03568,SN-0000003568,TAG-003568,,5822.91,EUR,5122.57,LKR,Rent,PO-2025-4506,Purchase details for Asset 3568,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",675.92,3 years,Usage based,2029-02-28,Kilometers,48641,INS003568,2027-06-20,5,Hour,1029.4,Sum of the Years Digits,2024-03-04,22.79,30,Dell Inc.,Chamod Randeni,Negombo test,6.9549,79.7603,5,IT Equipment,Desktops,"Software,Low Priority,Standby"
Asset 3569,Intangible assets,CISCO-MODEL-03569,SN-0000003569,TAG-003569,,866.52,USD,743.75,LKR,Purchase,PO-2025-1203,Purchase details for Asset 3569,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",122.42,3 years,Time based,2027-04-17,Cycles,23879,INS003569,2028-06-30,6,Month,124.02,Declining Balance,2024-07-27,24.63,51,Lenovo,Chamod Randeni,Negombo test,6.9476,79.7463,2,Software,Tablets,"Network,High Priority,Maintenance"
Asset 3570,Tangible assets,HP-MODEL-03570,SN-0000003570,TAG-003570,,5707.8,USD,5174.51,USD,Lease,PO-2025-4476,Purchase details for Asset 3570,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",601.43,1 years,Time based,2027-09-17,Days,27643,INS003570,2026-04-08,14,Day,364.74,Sum of the Years Digits,2025-02-14,27.02,24,SAP,Chamod Randeni,Negombo test,7.46,80.3888,4,Machinery,Laptops,"Software,Low Priority,Standby"
Asset 3571,Operating assets,APPLE-MODEL-03571,SN-0000003571,TAG-003571,,7279.87,GBP,6506.16,LKR,Purchase,PO-2025-9561,Purchase details for Asset 3571,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",733.15,3 years,Usage based,2028-12-14,Hours,7009,INS003571,2027-01-04,6,Month,1091.12,Declining Balance,2024-01-04,29.42,97,SAP,Chamod Randeni,Negombo test,6.9615,79.919,3,Electronics,Tablets,"IT,Critical,Active"
Asset 3572,Operating assets,CISCO-MODEL-03572,SN-0000003572,TAG-003572,,6786.02,LKR,6423.75,USD,Rent,PO-2025-3548,Purchase details for Asset 3572,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",1002.85,4 years,Time based,2028-10-27,Hours,5773,INS003572,2027-09-14,4,Month,1445.79,Units of Production,2025-11-24,12.79,79,SAP,Chamod Randeni,Negombo test,7.259,80.075,3,Network Equipment,Printers,"IT,Critical,Active"
Asset 3573,Intangible assets,CISCO-MODEL-03573,SN-0000003573,TAG-003573,,1655.47,USD,1478.83,LKR,Lease,PO-2025-7945,Purchase details for Asset 3573,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",187.44,1 years,Time based,2028-09-15,Cycles,43201,INS003573,2026-01-27,5,Day,293.61,Sum of the Years Digits,2024-01-01,28.63,67,HP Inc.,ffd,Negombo test,6.7568,80.1572,5,Electronics,Printers,"Software,Low Priority,Standby"
Asset 3574,Tangible assets,DELL-MODEL-03574,SN-0000003574,TAG-003574,,8245.38,EUR,7419.47,LKR,Hire,PO-2025-6658,Purchase details for Asset 3574,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",1216.41,4 years,Usage based,2029-04-23,Hours,5509,INS003574,2026-04-28,11,Year,639.0,Sum of the Years Digits,2025-03-17,28.31,30,Oracle,Chamod Randeni,Negombo test,6.783,79.9409,1,Tools,Printers,"Software,Low Priority,Standby"
Asset 3575,Intangible assets,HP-MODEL-03575,SN-0000003575,TAG-003575,,2755.61,EUR,2602.81,LKR,Rent,PO-2025-3501,Purchase details for Asset 3575,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",280.55,4 years,Usage based,2028-03-17,Hours,16606,INS003575,2027-05-18,10,Month,247.51,Sum of the Years Digits,2024-09-02,32.36,30,Dell Inc.,ffd,Negombo test,7.204,79.7358,4,IT Equipment,Tablets,"Hardware,Standard,Reserve"
Asset 3576,Tangible assets,APPLE-MODEL-03576,SN-0000003576,TAG-003576,,5631.82,LKR,5118.83,USD,Hire,PO-2025-1503,Purchase details for Asset 3576,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",780.54,1 years,Time based,2028-03-09,Kilometers,10902,INS003576,2028-03-10,6,Hour,808.55,Units of Production,2025-07-14,11.75,51,IBM,ffd,Negombo test,6.5381,80.1848,4,Tools,Laptops,"IT,Critical,Active"
Asset 3577,Intangible assets,CISCO-MODEL-03577,SN-0000003577,TAG-003577,,4573.43,EUR,3930.77,LKR,Rent,PO-2025-1996,Purchase details for Asset 3577,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",573.05,1 years,Combined,2028-04-22,Days,32953,INS003577,2028-08-28,7,Month,571.48,Units of Production,2024-10-03,23.43,91,Lenovo,Chamod Randeni,Negombo test,7.4118,80.1492,3,Furniture,Servers,"IT,Critical,Active"
Asset 3578,Operating assets,APPLE-MODEL-03578,SN-0000003578,TAG-003578,,710.84,LKR,610.86,USD,Hire,PO-2025-5179,Purchase details for Asset 3578,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",105.79,5 years,Time based,2029-04-26,Days,31286,INS003578,2028-10-14,3,Month,201.68,Declining Balance,2025-06-26,26.07,58,Apple Inc.,ffd,Negombo test,6.7129,79.621,5,IT Equipment,Monitors,"Hardware,Standard,Reserve"
Asset 3579,Intangible assets,HP-MODEL-03579,SN-0000003579,TAG-003579,,5768.09,EUR,5375.52,GBP,Rent,PO-2025-1883,Purchase details for Asset 3579,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",582.43,3 years,Usage based,2027-01-27,Days,31782,INS003579,2027-05-21,15,Day,345.71,Sum of the Years Digits,2024-08-12,38.35,15,Cisco Systems,Chamod Randeni,Negombo test,7.3963,79.9635,3,Software,Routers,"Hardware,Standard,Reserve"
Asset 3580,Tangible assets,CISCO-MODEL-03580,SN-0000003580,TAG-003580,,8969.46,GBP,7682.04,LKR,Hire,PO-2025-7454,Purchase details for Asset 3580,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",1149.6,5 years,Combined,2029-08-07,Kilometers,29895,INS003580,2028-06-06,6,Year,1303.31,Declining Balance,2025-12-05,38.75,31,Oracle,ffd,Negombo test,6.6263,80.2331,2,Furniture,Servers,"Software,Low Priority,Standby"
Asset 3581,Operating assets,DELL-MODEL-03581,SN-0000003581,TAG-003581,,1338.75,LKR,1162.21,USD,Lease,PO-2025-3383,Purchase details for Asset 3581,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",162.14,1 years,Usage based,2027-10-09,Hours,37326,INS003581,2028-01-09,14,Month,84.04,Straightline,2024-02-03,35.25,78,HP Inc.,ffd,Negombo test,7.1871,79.7813,2,Tools,Tablets,"IT,Critical,Active"
Asset 3582,Operating assets,LEN-MODEL-03582,SN-0000003582,TAG-003582,,8220.28,LKR,7802.16,USD,Lease,PO-2025-3297,Purchase details for Asset 3582,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",1167.47,2 years,Combined,2029-12-24,Kilometers,11037,INS003582,2026-03-30,15,Day,470.19,Declining Balance,2025-06-13,12.83,34,Oracle,ffd,Negombo test,7.1186,79.9338,1,Tools,Printers,"Hardware,Standard,Reserve"
