item_name,item_description,category_name,item_category_type_name,type_name,unit_of_measure_name,purchase_price,purchase_price_currency_code,selling_price,selling_price_currency_code,max_inventory_level,min_inventory_level,re_order_level,low_stock_alert,over_stock_alert
Item 4546,Description for Item 4546,Office Supplies,Spare Parts,Digital,Meter,473.94,GBP,1029.19,GBP,1185,90,336,True,True
Item 4547,Description for Item 4547,Safety Equipment,Consumables,Digital,Liter,130.97,USD,292.37,LKR,1541,200,646,True,True
Item 4548,Description for Item 4548,Manufacturing Parts,Consumables,Perishable,Liter,906.74,GBP,1950.59,LKR,1706,75,920,False,False
Item 4549,Description for Item 4549,Safety Equipment,Spare Parts,Non-Perishable,Meter,409.08,EUR,496.18,LKR,504,70,278,True,True
Item 4550,Description for Item 4550,IT Equipment,Consumables,Non-Perishable,Meter,152.85,LKR,263.67,EUR,1465,72,1177,True,True
Item 4551,Description for Item 4551,Manufacturing Parts,Consumables,Perishable,Meter,715.9,USD,1212.08,GBP,1387,74,1072,True,True
Item 4552,Description for Item 4552,Tools,Consumables,Perishable,Meter,409.12,LKR,953.55,GBP,1664,181,215,False,False
Item 4553,Description for Item 4553,Office Supplies,Consumables,Perishable,Kilogram,811.87,EUR,1587.01,EUR,916,89,811,False,False
Item 4554,Description for Item 4554,Safety Equipment,Spare Parts,Perishable,Liter,363.78,EUR,675.59,USD,1708,132,842,True,True
Item 4555,Description for Item 4555,Furniture,Spare Parts,Non-Perishable,Kilogram,243.19,LKR,396.74,EUR,1397,199,310,True,False
Item 4556,Description for Item 4556,Office Supplies,Spare Parts,Non-Perishable,Meter,813.76,EUR,1590.96,LKR,1972,81,1053,False,True
Item 4557,Description for Item 4557,Laboratory Equipment,Consumables,Digital,Kilogram,172.96,USD,304.05,LKR,908,180,593,True,False
Item 4558,Description for Item 4558,IT Equipment,Consumables,Digital,Kilogram,177.84,LKR,237.63,GBP,954,76,176,False,False
Item 4559,Description for Item 4559,Tools,Spare Parts,Digital,Piece,291.87,USD,458.84,USD,577,127,424,False,False
Item 4560,Description for Item 4560,Safety Equipment,Consumables,Non-Perishable,Kilogram,674.82,USD,1578.49,GBP,1157,88,508,False,True
Item 4561,Description for Item 4561,Consumables,Spare Parts,Perishable,Kilogram,129.9,EUR,273.62,GBP,605,79,293,False,True
Item 4562,Description for Item 4562,Tools,Consumables,Perishable,Piece,529.15,EUR,1223.93,LKR,1589,90,822,False,True
Item 4563,Description for Item 4563,IT Equipment,Consumables,Non-Perishable,Liter,420.02,GBP,866.0,EUR,1558,101,1366,False,True
Item 4564,Description for Item 4564,Manufacturing Parts,Consumables,Perishable,Liter,282.84,LKR,638.79,GBP,1287,174,690,True,False
Item 4565,Description for Item 4565,Electronics,Consumables,Digital,Liter,540.65,LKR,987.07,EUR,760,178,283,True,True
Item 4566,Description for Item 4566,Office Supplies,Consumables,Non-Perishable,Piece,932.53,EUR,1342.67,GBP,1256,163,832,False,False
Item 4567,Description for Item 4567,Laboratory Equipment,Consumables,Perishable,Meter,294.74,LKR,464.19,USD,574,52,320,True,True
Item 4568,Description for Item 4568,Manufacturing Parts,Consumables,Digital,Piece,742.48,USD,1556.73,LKR,1134,131,573,False,False
Item 4569,Description for Item 4569,Medical Supplies,Consumables,Digital,Meter,238.73,LKR,401.69,GBP,1623,176,960,True,True
Item 4570,Description for Item 4570,Electronics,Consumables,Non-Perishable,Meter,650.44,EUR,1516.19,GBP,1473,183,283,True,False
Item 4571,Description for Item 4571,Laboratory Equipment,Spare Parts,Perishable,Liter,792.17,EUR,1662.19,GBP,1378,180,914,False,True
Item 4572,Description for Item 4572,Consumables,Consumables,Digital,Meter,19.04,USD,26.01,USD,1716,197,1017,False,False
Item 4573,Description for Item 4573,IT Equipment,Spare Parts,Perishable,Liter,567.17,LKR,972.9,EUR,1871,159,903,True,False
Item 4574,Description for Item 4574,Medical Supplies,Consumables,Digital,Meter,975.66,USD,1919.61,USD,1774,72,284,False,True
Item 4575,Description for Item 4575,IT Equipment,Spare Parts,Digital,Kilogram,36.6,GBP,44.55,USD,794,188,363,True,True
Item 4576,Description for Item 4576,Office Supplies,Consumables,Digital,Piece,413.43,LKR,960.27,GBP,928,161,714,True,True
Item 4577,Description for Item 4577,Manufacturing Parts,Spare Parts,Perishable,Meter,235.42,USD,542.42,EUR,616,57,302,True,True
Item 4578,Description for Item 4578,Consumables,Consumables,Perishable,Liter,491.09,LKR,1122.72,GBP,1087,174,463,False,True
Item 4579,Description for Item 4579,Consumables,Consumables,Digital,Liter,274.66,GBP,654.04,USD,684,135,428,True,True
Item 4580,Description for Item 4580,Consumables,Consumables,Perishable,Meter,125.91,EUR,190.3,LKR,1743,83,429,False,False
Item 4581,Description for Item 4581,Medical Supplies,Spare Parts,Perishable,Liter,121.98,LKR,181.33,LKR,649,126,346,True,False
Item 4582,Description for Item 4582,Office Supplies,Consumables,Perishable,Liter,46.48,EUR,110.13,GBP,1929,140,1297,False,True
Item 4583,Description for Item 4583,Safety Equipment,Spare Parts,Non-Perishable,Meter,586.5,EUR,1137.47,GBP,1883,123,1536,True,False
Item 4584,Description for Item 4584,Consumables,Consumables,Digital,Meter,738.42,EUR,1157.0,EUR,1036,163,237,True,True
Item 4585,Description for Item 4585,Tools,Spare Parts,Non-Perishable,Meter,245.5,EUR,520.69,USD,1517,165,711,True,False
Item 4586,Description for Item 4586,Medical Supplies,Consumables,Non-Perishable,Kilogram,441.42,USD,688.28,GBP,1525,76,716,True,False
Item 4587,Description for Item 4587,Tools,Spare Parts,Digital,Piece,136.65,EUR,184.41,GBP,932,123,762,False,False
Item 4588,Description for Item 4588,Manufacturing Parts,Consumables,Non-Perishable,Piece,25.06,LKR,42.11,USD,1985,59,387,True,True
Item 4589,Description for Item 4589,Tools,Spare Parts,Non-Perishable,Kilogram,952.59,EUR,1679.08,USD,1548,118,1344,True,True
Item 4590,Description for Item 4590,Tools,Consumables,Digital,Kilogram,390.1,LKR,651.82,EUR,1744,178,329,True,True
Item 4591,Description for Item 4591,Tools,Consumables,Non-Perishable,Piece,660.41,GBP,1614.28,USD,820,60,711,True,True
Item 4592,Description for Item 4592,Manufacturing Parts,Spare Parts,Non-Perishable,Meter,786.88,LKR,1315.97,EUR,614,80,299,False,True
Item 4593,Description for Item 4593,Tools,Consumables,Digital,Meter,607.2,EUR,1236.97,LKR,1132,86,498,True,True
Item 4594,Description for Item 4594,Furniture,Consumables,Digital,Meter,516.04,EUR,974.12,GBP,1299,184,647,True,True
Item 4595,Description for Item 4595,Tools,Spare Parts,Non-Perishable,Liter,522.17,EUR,1128.85,LKR,980,93,415,False,True
Item 4596,Description for Item 4596,Consumables,Consumables,Digital,Liter,543.55,USD,1266.68,EUR,1983,173,757,False,True
Item 4597,Description for Item 4597,Medical Supplies,Spare Parts,Perishable,Meter,693.56,USD,1289.33,LKR,963,197,704,True,True
Item 4598,Description for Item 4598,Safety Equipment,Consumables,Non-Perishable,Piece,772.61,LKR,1310.28,GBP,985,51,435,False,False
Item 4599,Description for Item 4599,Laboratory Equipment,Spare Parts,Non-Perishable,Liter,683.07,GBP,1015.26,GBP,1924,154,566,True,True
Item 4600,Description for Item 4600,Office Supplies,Spare Parts,Digital,Liter,339.34,LKR,750.71,LKR,983,93,535,False,True
Item 4601,Description for Item 4601,Office Supplies,Consumables,Digital,Piece,238.65,LKR,581.57,LKR,729,111,359,True,False
Item 4602,Description for Item 4602,Electronics,Spare Parts,Perishable,Piece,669.48,LKR,1221.76,GBP,845,161,480,True,False
Item 4603,Description for Item 4603,Manufacturing Parts,Consumables,Perishable,Piece,886.52,EUR,2149.39,EUR,501,149,244,False,False
Item 4604,Description for Item 4604,Laboratory Equipment,Consumables,Non-Perishable,Kilogram,769.66,USD,1708.94,GBP,1158,173,288,False,False
Item 4605,Description for Item 4605,Medical Supplies,Consumables,Perishable,Liter,176.16,EUR,346.07,EUR,700,63,152,True,True
Item 4606,Description for Item 4606,Office Supplies,Consumables,Perishable,Piece,123.19,EUR,215.43,GBP,1058,53,840,True,False
Item 4607,Description for Item 4607,Electronics,Spare Parts,Digital,Kilogram,939.12,GBP,2007.43,USD,1086,119,175,True,True
Item 4608,Description for Item 4608,Electronics,Spare Parts,Digital,Piece,574.98,GBP,1084.86,USD,672,182,439,False,True
Item 4609,Description for Item 4609,Tools,Consumables,Non-Perishable,Liter,745.98,GBP,1572.33,LKR,722,111,359,False,True
Item 4610,Description for Item 4610,Furniture,Consumables,Digital,Piece,483.55,LKR,846.37,LKR,1651,92,996,False,False
Item 4611,Description for Item 4611,Tools,Spare Parts,Digital,Piece,518.47,GBP,653.32,LKR,898,83,460,False,True
Item 4612,Description for Item 4612,Electronics,Spare Parts,Perishable,Meter,305.35,GBP,476.58,USD,1412,172,467,False,False
Item 4613,Description for Item 4613,Laboratory Equipment,Spare Parts,Digital,Piece,658.04,GBP,1465.54,LKR,1962,86,469,False,False
Item 4614,Description for Item 4614,IT Equipment,Spare Parts,Perishable,Piece,544.96,USD,866.74,LKR,781,74,142,False,True
Item 4615,Description for Item 4615,Office Supplies,Consumables,Non-Perishable,Liter,55.13,LKR,122.59,GBP,1021,171,547,False,True
Item 4616,Description for Item 4616,Safety Equipment,Consumables,Perishable,Piece,386.48,USD,536.64,EUR,1076,155,852,True,True
Item 4617,Description for Item 4617,Safety Equipment,Spare Parts,Non-Perishable,Piece,678.64,LKR,817.61,GBP,1810,150,988,True,True
Item 4618,Description for Item 4618,Furniture,Spare Parts,Digital,Kilogram,614.07,LKR,779.69,EUR,800,147,313,True,False
Item 4619,Description for Item 4619,Laboratory Equipment,Spare Parts,Digital,Piece,666.8,USD,986.67,LKR,671,100,554,True,True
Item 4620,Description for Item 4620,Furniture,Spare Parts,Perishable,Liter,380.16,GBP,586.09,USD,1420,168,1164,True,False
Item 4621,Description for Item 4621,IT Equipment,Consumables,Perishable,Meter,925.5,USD,1207.98,GBP,690,76,323,False,False
Item 4622,Description for Item 4622,Office Supplies,Consumables,Digital,Liter,555.81,LKR,1340.43,USD,1241,141,421,True,True
Item 4623,Description for Item 4623,Laboratory Equipment,Spare Parts,Digital,Kilogram,307.69,EUR,580.04,LKR,1465,170,817,True,True
Item 4624,Description for Item 4624,Office Supplies,Consumables,Digital,Meter,907.6,GBP,1555.84,USD,1159,64,744,False,True
Item 4625,Description for Item 4625,Laboratory Equipment,Spare Parts,Perishable,Kilogram,258.72,EUR,427.67,EUR,587,164,468,False,False
Item 4626,Description for Item 4626,Manufacturing Parts,Spare Parts,Non-Perishable,Piece,574.5,USD,976.16,LKR,991,128,306,False,False
Item 4627,Description for Item 4627,Consumables,Spare Parts,Perishable,Liter,56.23,LKR,90.61,LKR,775,174,439,True,True
Item 4628,Description for Item 4628,Safety Equipment,Consumables,Non-Perishable,Meter,443.58,GBP,1034.39,EUR,1486,143,228,True,False
Item 4629,Description for Item 4629,Electronics,Consumables,Perishable,Liter,69.45,LKR,133.02,USD,1178,100,506,True,True
Item 4630,Description for Item 4630,Furniture,Spare Parts,Non-Perishable,Piece,948.77,LKR,2290.71,LKR,1691,77,954,False,True
Item 4631,Description for Item 4631,Tools,Consumables,Perishable,Meter,28.71,LKR,42.9,GBP,1747,147,777,False,True
Item 4632,Description for Item 4632,Tools,Spare Parts,Digital,Kilogram,514.12,GBP,949.38,USD,1704,120,578,False,True
Item 4633,Description for Item 4633,Tools,Consumables,Non-Perishable,Meter,571.55,EUR,1413.8,GBP,1766,84,264,True,False
Item 4634,Description for Item 4634,Laboratory Equipment,Spare Parts,Non-Perishable,Kilogram,50.94,EUR,90.08,EUR,1861,112,497,False,False
Item 4635,Description for Item 4635,Medical Supplies,Consumables,Perishable,Piece,645.87,USD,876.36,LKR,1966,55,810,False,True
Item 4636,Description for Item 4636,Consumables,Consumables,Non-Perishable,Liter,445.95,EUR,746.11,EUR,1286,56,232,False,False
Item 4637,Description for Item 4637,IT Equipment,Spare Parts,Non-Perishable,Liter,597.18,GBP,852.92,LKR,1977,178,1818,False,True
Item 4638,Description for Item 4638,Electronics,Spare Parts,Perishable,Piece,355.91,GBP,661.63,USD,1034,79,297,False,False
Item 4639,Description for Item 4639,Consumables,Consumables,Perishable,Kilogram,432.2,EUR,783.65,USD,1461,55,609,False,True
Item 4640,Description for Item 4640,IT Equipment,Consumables,Perishable,Liter,83.65,USD,176.11,LKR,1571,58,1141,False,False
Item 4641,Description for Item 4641,Tools,Spare Parts,Non-Perishable,Kilogram,441.41,GBP,739.78,USD,857,66,88,False,False
Item 4642,Description for Item 4642,Laboratory Equipment,Spare Parts,Non-Perishable,Liter,716.89,GBP,1471.07,EUR,1750,166,656,True,False
Item 4643,Description for Item 4643,Office Supplies,Consumables,Non-Perishable,Meter,706.17,GBP,1029.5,USD,681,142,316,False,False
Item 4644,Description for Item 4644,Tools,Spare Parts,Digital,Piece,766.67,USD,1029.33,GBP,867,160,588,True,True
Item 4645,Description for Item 4645,IT Equipment,Spare Parts,Perishable,Kilogram,127.08,LKR,180.07,GBP,1997,193,965,False,True
Item 4646,Description for Item 4646,Laboratory Equipment,Consumables,Non-Perishable,Kilogram,885.82,LKR,1130.38,LKR,614,148,288,False,True
Item 4647,Description for Item 4647,Electronics,Consumables,Digital,Piece,277.18,LKR,593.62,USD,1927,112,1276,False,True
Item 4648,Description for Item 4648,Furniture,Spare Parts,Perishable,Meter,443.17,USD,702.03,LKR,765,106,256,True,True
Item 4649,Description for Item 4649,Manufacturing Parts,Consumables,Digital,Kilogram,94.77,LKR,179.65,EUR,1912,158,1289,True,False
Item 4650,Description for Item 4650,Safety Equipment,Spare Parts,Perishable,Meter,35.54,EUR,79.25,LKR,760,63,258,False,False
Item 4651,Description for Item 4651,Tools,Spare Parts,Perishable,Kilogram,422.19,EUR,999.4,USD,1981,138,463,True,False
Item 4652,Description for Item 4652,Office Supplies,Consumables,Perishable,Kilogram,451.38,LKR,584.92,LKR,755,158,365,False,True
Item 4653,Description for Item 4653,Consumables,Consumables,Digital,Liter,73.83,LKR,168.81,LKR,1236,53,161,True,False
Item 4654,Description for Item 4654,Manufacturing Parts,Spare Parts,Digital,Meter,963.11,LKR,2119.65,USD,1440,87,505,True,True
Item 4655,Description for Item 4655,Office Supplies,Consumables,Non-Perishable,Liter,265.13,EUR,515.8,USD,691,170,390,True,True
Item 4656,Description for Item 4656,Furniture,Consumables,Non-Perishable,Liter,594.35,LKR,973.28,EUR,1001,115,547,True,False
Item 4657,Description for Item 4657,Tools,Consumables,Non-Perishable,Kilogram,311.47,USD,501.12,LKR,1987,126,1214,False,False
Item 4658,Description for Item 4658,Tools,Spare Parts,Non-Perishable,Meter,73.33,LKR,170.16,USD,854,188,404,False,True
Item 4659,Description for Item 4659,Safety Equipment,Consumables,Non-Perishable,Meter,395.45,USD,615.44,GBP,1312,64,732,False,False
Item 4660,Description for Item 4660,Medical Supplies,Spare Parts,Non-Perishable,Meter,14.91,EUR,30.62,LKR,1616,192,661,False,True
Item 4661,Description for Item 4661,Tools,Consumables,Perishable,Meter,795.12,GBP,1186.37,LKR,1375,122,671,True,False
Item 4662,Description for Item 4662,Consumables,Spare Parts,Non-Perishable,Piece,305.91,GBP,536.04,USD,1013,126,127,True,True
Item 4663,Description for Item 4663,Consumables,Consumables,Perishable,Meter,863.52,USD,1190.81,LKR,520,179,291,True,True
Item 4664,Description for Item 4664,Manufacturing Parts,Spare Parts,Perishable,Piece,456.01,GBP,1089.62,LKR,1788,102,1204,False,False
Item 4665,Description for Item 4665,Consumables,Consumables,Perishable,Kilogram,399.93,GBP,634.38,GBP,1971,151,538,False,True
Item 4666,Description for Item 4666,Furniture,Spare Parts,Perishable,Piece,136.91,LKR,233.54,EUR,1217,167,1040,True,True
Item 4667,Description for Item 4667,IT Equipment,Spare Parts,Digital,Meter,918.79,EUR,1390.7,LKR,962,64,395,False,False
Item 4668,Description for Item 4668,Electronics,Consumables,Non-Perishable,Piece,999.46,USD,2177.65,GBP,1264,104,486,True,True
Item 4669,Description for Item 4669,Consumables,Spare Parts,Non-Perishable,Liter,904.06,GBP,1435.5,GBP,1250,105,262,True,True
Item 4670,Description for Item 4670,Furniture,Spare Parts,Digital,Kilogram,673.8,USD,1547.35,USD,1890,135,1443,True,False
Item 4671,Description for Item 4671,Safety Equipment,Spare Parts,Perishable,Liter,678.45,LKR,1473.19,EUR,570,119,224,False,True
Item 4672,Description for Item 4672,Electronics,Consumables,Perishable,Meter,812.64,LKR,1306.61,USD,1324,154,866,False,False
Item 4673,Description for Item 4673,Medical Supplies,Consumables,Non-Perishable,Meter,830.09,EUR,1577.71,LKR,524,82,299,True,True
Item 4674,Description for Item 4674,IT Equipment,Consumables,Non-Perishable,Liter,255.85,LKR,518.52,USD,1717,173,714,False,False
Item 4675,Description for Item 4675,Manufacturing Parts,Spare Parts,Perishable,Piece,974.17,GBP,1775.24,GBP,678,113,176,True,False
Item 4676,Description for Item 4676,Laboratory Equipment,Consumables,Perishable,Piece,594.13,EUR,720.99,USD,1011,180,226,True,False
Item 4677,Description for Item 4677,Consumables,Spare Parts,Perishable,Piece,670.7,EUR,1095.12,USD,1463,154,1036,True,False
Item 4678,Description for Item 4678,Electronics,Spare Parts,Perishable,Piece,710.25,GBP,1591.47,LKR,1972,173,432,True,False
Item 4679,Description for Item 4679,Tools,Consumables,Perishable,Meter,706.82,USD,1335.0,EUR,1264,88,199,True,False
Item 4680,Description for Item 4680,Electronics,Consumables,Digital,Piece,679.42,GBP,1648.68,EUR,1736,75,261,True,False
Item 4681,Description for Item 4681,Electronics,Consumables,Perishable,Kilogram,107.71,LKR,163.05,LKR,896,180,413,True,True
Item 4682,Description for Item 4682,Furniture,Spare Parts,Digital,Meter,168.46,USD,323.09,EUR,896,178,318,False,False
Item 4683,Description for Item 4683,Manufacturing Parts,Consumables,Digital,Meter,340.18,GBP,781.59,EUR,1029,111,277,False,True
Item 4684,Description for Item 4684,Tools,Consumables,Perishable,Liter,558.25,LKR,897.79,LKR,1680,92,1014,True,False
Item 4685,Description for Item 4685,Furniture,Consumables,Non-Perishable,Liter,291.37,EUR,649.95,USD,629,95,150,False,True
Item 4686,Description for Item 4686,Laboratory Equipment,Consumables,Digital,Kilogram,447.3,EUR,770.03,USD,1780,102,551,False,False
Item 4687,Description for Item 4687,Manufacturing Parts,Consumables,Digital,Liter,18.37,USD,32.57,LKR,1145,170,563,True,False
