name,asset_type_name,category_name,sub_category_name,asset_description,asset_details
Asset 04914,Current assets,Network Equipment,Phones,"Description for Asset 04914, Current assets in Network Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Configuration""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Warranty Info""}]"
Asset 04915,Non-operating assets,Software,Switches,"Description for Asset 04915, Non-operating assets in Software category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""License""}]"
Asset 04916,Fixed assets,IT Equipment,Servers,"Description for Asset 04916, Fixed assets in IT Equipment category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Installation""}]"
Asset 04917,Intangible assets,IT Equipment,Tablets,"Description for Asset 04917, Intangible assets in IT Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Configuration""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Installation""}]"
Asset 04918,Current assets,Furniture,Routers,"Description for Asset 04918, Current assets in Furniture category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Configuration""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}, {""details"": ""Optimized for performance"", ""detailtype"": ""License""}]"
Asset 04919,Current assets,Machinery,Tablets,"Description for Asset 04919, Current assets in Machinery category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Configuration""}]"
Asset 04920,Tangible assets,Vehicles,Routers,"Description for Asset 04920, Tangible assets in Vehicles category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Configuration""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Installation""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}]"
Asset 04921,Non-operating assets,Software,Printers,"Description for Asset 04921, Non-operating assets in Software category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}]"
Asset 04922,Non-operating assets,IT Equipment,Desktops,"Description for Asset 04922, Non-operating assets in IT Equipment category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Installation""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Warranty Info""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Warranty Info""}]"
Asset 04923,Tangible assets,Vehicles,Servers,"Description for Asset 04923, Tangible assets in Vehicles category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Warranty Info""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}]"
Asset 04924,Operating assets,Electronics,Printers,"Description for Asset 04924, Operating assets in Electronics category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}]"
Asset 04925,Current assets,Software,Laptops,"Description for Asset 04925, Current assets in Software category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""License""}]"
Asset 04926,Fixed assets,Machinery,Printers,"Description for Asset 04926, Fixed assets in Machinery category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}]"
Asset 04927,Tangible assets,Network Equipment,Monitors,"Description for Asset 04927, Tangible assets in Network Equipment category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Specification""}]"
Asset 04928,Tangible assets,Vehicles,Phones,"Description for Asset 04928, Tangible assets in Vehicles category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Configuration""}]"
Asset 04929,Intangible assets,Software,Routers,"Description for Asset 04929, Intangible assets in Software category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""License""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Configuration""}]"
Asset 04930,Operating assets,Software,Phones,"Description for Asset 04930, Operating assets in Software category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Warranty Info""}]"
Asset 04931,Operating assets,Tools,Servers,"Description for Asset 04931, Operating assets in Tools category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}]"
Asset 04932,Fixed assets,Office Equipment,Routers,"Description for Asset 04932, Fixed assets in Office Equipment category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Maintenance""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Warranty Info""}]"
Asset 04933,Current assets,Network Equipment,Routers,"Description for Asset 04933, Current assets in Network Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Warranty Info""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Configuration""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Warranty Info""}]"
Asset 04934,Current assets,Electronics,Switches,"Description for Asset 04934, Current assets in Electronics category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Warranty Info""}]"
Asset 04935,Intangible assets,Office Equipment,Laptops,"Description for Asset 04935, Intangible assets in Office Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}]"
Asset 04936,Intangible assets,Machinery,Laptops,"Description for Asset 04936, Intangible assets in Machinery category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}]"
Asset 04937,Fixed assets,IT Equipment,Monitors,"Description for Asset 04937, Fixed assets in IT Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Specification""}]"
Asset 04938,Operating assets,Network Equipment,Tablets,"Description for Asset 04938, Operating assets in Network Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Specification""}]"
Asset 04939,Tangible assets,Tools,Monitors,"Description for Asset 04939, Tangible assets in Tools category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Configuration""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Warranty Info""}]"
Asset 04940,Non-operating assets,Network Equipment,Tablets,"Description for Asset 04940, Non-operating assets in Network Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Warranty Info""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}]"
Asset 04941,Tangible assets,Electronics,Switches,"Description for Asset 04941, Tangible assets in Electronics category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""License""}]"
Asset 04942,Tangible assets,Software,Tablets,"Description for Asset 04942, Tangible assets in Software category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Warranty Info""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}]"
Asset 04943,Operating assets,Software,Routers,"Description for Asset 04943, Operating assets in Software category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""License""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Warranty Info""}]"
Asset 04944,Tangible assets,Vehicles,Desktops,"Description for Asset 04944, Tangible assets in Vehicles category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Configuration""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""License""}]"
Asset 04945,Operating assets,Tools,Desktops,"Description for Asset 04945, Operating assets in Tools category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Warranty Info""}, {""details"": ""Optimized for performance"", ""detailtype"": ""License""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}]"
Asset 04946,Intangible assets,Office Equipment,Laptops,"Description for Asset 04946, Intangible assets in Office Equipment category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}]"
Asset 04947,Intangible assets,IT Equipment,Laptops,"Description for Asset 04947, Intangible assets in IT Equipment category","[{""details"": ""Energy efficient model"", ""detailtype"": ""License""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Maintenance""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""License""}]"
