name,asset_category_name,description,is_active
Sub Category 4677,Category 77,Description for sub category 4677,1
Sub Category 4678,Category 78,Description for sub category 4678,1
Sub Category 4679,Category 79,Description for sub category 4679,1
Sub Category 4680,Category 80,Description for sub category 4680,1
Sub Category 4681,Category 81,Description for sub category 4681,1
Sub Category 4682,Category 82,Description for sub category 4682,1
Sub Category 4683,Category 83,Description for sub category 4683,1
Sub Category 4684,Category 84,Description for sub category 4684,1
Sub Category 4685,Category 85,Description for sub category 4685,1
Sub Category 4686,Category 86,Description for sub category 4686,1
Sub Category 4687,Category 87,Description for sub category 4687,1
Sub Category 4688,Category 88,Description for sub category 4688,1
Sub Category 4689,Category 89,Description for sub category 4689,1
Sub Category 4690,Category 90,Description for sub category 4690,1
Sub Category 4691,Category 91,Description for sub category 4691,1
Sub Category 4692,Category 92,Description for sub category 4692,1
Sub Category 4693,Category 93,Description for sub category 4693,1
Sub Category 4694,Category 94,Description for sub category 4694,1
Sub Category 4695,Category 95,Description for sub category 4695,1
Sub Category 4696,Category 96,Description for sub category 4696,1
Sub Category 4697,Category 97,Description for sub category 4697,1
Sub Category 4698,Category 98,Description for sub category 4698,1
Sub Category 4699,Category 99,Description for sub category 4699,1
Sub Category 4700,Category 100,Description for sub category 4700,1
Sub Category 4701,Category 1,Description for sub category 4701,1
Sub Category 4702,Category 2,Description for sub category 4702,1
Sub Category 4703,Category 3,Description for sub category 4703,1
Sub Category 4704,Category 4,Description for sub category 4704,1
Sub Category 4705,Category 5,Description for sub category 4705,1
Sub Category 4706,Category 6,Description for sub category 4706,1
Sub Category 4707,Category 7,Description for sub category 4707,1
Sub Category 4708,Category 8,Description for sub category 4708,1
Sub Category 4709,Category 9,Description for sub category 4709,1
Sub Category 4710,Category 10,Description for sub category 4710,1
Sub Category 4711,Category 11,Description for sub category 4711,1
Sub Category 4712,Category 12,Description for sub category 4712,1
Sub Category 4713,Category 13,Description for sub category 4713,1
Sub Category 4714,Category 14,Description for sub category 4714,1
Sub Category 4715,Category 15,Description for sub category 4715,1
Sub Category 4716,Category 16,Description for sub category 4716,1
Sub Category 4717,Category 17,Description for sub category 4717,1
Sub Category 4718,Category 18,Description for sub category 4718,1
Sub Category 4719,Category 19,Description for sub category 4719,1
Sub Category 4720,Category 20,Description for sub category 4720,1
Sub Category 4721,Category 21,Description for sub category 4721,1
Sub Category 4722,Category 22,Description for sub category 4722,1
Sub Category 4723,Category 23,Description for sub category 4723,1
Sub Category 4724,Category 24,Description for sub category 4724,1
Sub Category 4725,Category 25,Description for sub category 4725,1
Sub Category 4726,Category 26,Description for sub category 4726,1
Sub Category 4727,Category 27,Description for sub category 4727,1
Sub Category 4728,Category 28,Description for sub category 4728,1
Sub Category 4729,Category 29,Description for sub category 4729,1
Sub Category 4730,Category 30,Description for sub category 4730,1
Sub Category 4731,Category 31,Description for sub category 4731,1
Sub Category 4732,Category 32,Description for sub category 4732,1
Sub Category 4733,Category 33,Description for sub category 4733,1
Sub Category 4734,Category 34,Description for sub category 4734,1
Sub Category 4735,Category 35,Description for sub category 4735,1
Sub Category 4736,Category 36,Description for sub category 4736,1
Sub Category 4737,Category 37,Description for sub category 4737,1
Sub Category 4738,Category 38,Description for sub category 4738,1
Sub Category 4739,Category 39,Description for sub category 4739,1
Sub Category 4740,Category 40,Description for sub category 4740,1
Sub Category 4741,Category 41,Description for sub category 4741,1
Sub Category 4742,Category 42,Description for sub category 4742,1
Sub Category 4743,Category 43,Description for sub category 4743,1
Sub Category 4744,Category 44,Description for sub category 4744,1
Sub Category 4745,Category 45,Description for sub category 4745,1
Sub Category 4746,Category 46,Description for sub category 4746,1
Sub Category 4747,Category 47,Description for sub category 4747,1
Sub Category 4748,Category 48,Description for sub category 4748,1
Sub Category 4749,Category 49,Description for sub category 4749,1
Sub Category 4750,Category 50,Description for sub category 4750,1
Sub Category 4751,Category 51,Description for sub category 4751,1
Sub Category 4752,Category 52,Description for sub category 4752,1
Sub Category 4753,Category 53,Description for sub category 4753,1
Sub Category 4754,Category 54,Description for sub category 4754,1
Sub Category 4755,Category 55,Description for sub category 4755,1
Sub Category 4756,Category 56,Description for sub category 4756,1
Sub Category 4757,Category 57,Description for sub category 4757,1
Sub Category 4758,Category 58,Description for sub category 4758,1
Sub Category 4759,Category 59,Description for sub category 4759,1
Sub Category 4760,Category 60,Description for sub category 4760,1
Sub Category 4761,Category 61,Description for sub category 4761,1
Sub Category 4762,Category 62,Description for sub category 4762,1
Sub Category 4763,Category 63,Description for sub category 4763,1
Sub Category 4764,Category 64,Description for sub category 4764,1
Sub Category 4765,Category 65,Description for sub category 4765,1
Sub Category 4766,Category 66,Description for sub category 4766,1
Sub Category 4767,Category 67,Description for sub category 4767,1
Sub Category 4768,Category 68,Description for sub category 4768,1
Sub Category 4769,Category 69,Description for sub category 4769,1
Sub Category 4770,Category 70,Description for sub category 4770,1
Sub Category 4771,Category 71,Description for sub category 4771,1
Sub Category 4772,Category 72,Description for sub category 4772,1
Sub Category 4773,Category 73,Description for sub category 4773,1
Sub Category 4774,Category 74,Description for sub category 4774,1
Sub Category 4775,Category 75,Description for sub category 4775,1
Sub Category 4776,Category 76,Description for sub category 4776,1
Sub Category 4777,Category 77,Description for sub category 4777,1
Sub Category 4778,Category 78,Description for sub category 4778,1
Sub Category 4779,Category 79,Description for sub category 4779,1
Sub Category 4780,Category 80,Description for sub category 4780,1
Sub Category 4781,Category 81,Description for sub category 4781,1
Sub Category 4782,Category 82,Description for sub category 4782,1
Sub Category 4783,Category 83,Description for sub category 4783,1
Sub Category 4784,Category 84,Description for sub category 4784,1
Sub Category 4785,Category 85,Description for sub category 4785,1
Sub Category 4786,Category 86,Description for sub category 4786,1
Sub Category 4787,Category 87,Description for sub category 4787,1
Sub Category 4788,Category 88,Description for sub category 4788,1
Sub Category 4789,Category 89,Description for sub category 4789,1
Sub Category 4790,Category 90,Description for sub category 4790,1
Sub Category 4791,Category 91,Description for sub category 4791,1
Sub Category 4792,Category 92,Description for sub category 4792,1
Sub Category 4793,Category 93,Description for sub category 4793,1
Sub Category 4794,Category 94,Description for sub category 4794,1
Sub Category 4795,Category 95,Description for sub category 4795,1
Sub Category 4796,Category 96,Description for sub category 4796,1
Sub Category 4797,Category 97,Description for sub category 4797,1
Sub Category 4798,Category 98,Description for sub category 4798,1
Sub Category 4799,Category 99,Description for sub category 4799,1
Sub Category 4800,Category 100,Description for sub category 4800,1
Sub Category 4801,Category 1,Description for sub category 4801,1
Sub Category 4802,Category 2,Description for sub category 4802,1
Sub Category 4803,Category 3,Description for sub category 4803,1
Sub Category 4804,Category 4,Description for sub category 4804,1
Sub Category 4805,Category 5,Description for sub category 4805,1
Sub Category 4806,Category 6,Description for sub category 4806,1
Sub Category 4807,Category 7,Description for sub category 4807,1
Sub Category 4808,Category 8,Description for sub category 4808,1
Sub Category 4809,Category 9,Description for sub category 4809,1
Sub Category 4810,Category 10,Description for sub category 4810,1
Sub Category 4811,Category 11,Description for sub category 4811,1
Sub Category 4812,Category 12,Description for sub category 4812,1
